 numero_reimpresiones, puntos_vta1anio_total, materia3, tirada, ejemplares_distribuidos_en_novedad, obsequios, pvp, reimpresiones, editorial, materia2, encuadernacion, venta_total, semanas_venta, coleccion, puntos_vta_total, materia1
944,161,,1669,659,7,   19.13,2,UDLU61,,3,175,55,UDLU61001,161,131
0,65,,425,223,7,    8.65,0,UDLU61,95,3,117,96,UDLU61001,69,13
165,57,,790,279,6,   12.98,5,UDLU61,,3,435,105,UDLU61001,59,13
0,68,,825,357,6,   12.02,0,UDLU61,,3,122,109,UDLU61001,77,119
0,38,,1022,318,6,   13.41,0,UDLU61,,3,48,146,UDLU61001,41,13
0,35,,1025,402,6,   17.79,0,UDLU61,13,3,263,147,UDLU61001,40,251
10,39,,1035,363,6,   12.98,1,UDLU61,,3,41,149,UDLU61001,41,13
14,59,,1039,371,6,   13.37,2,UDLU61,,2,57,200,UDLU61001,61,13
988,206,,2013,760,7,   14.37,1,UDLU60,,3,250,100,UDLU60012,209,10
0,190,,1625,1019,6,   21.06,0,UDLU60,,2,945,108,UDLU60011,211,126
1,1,,8,6,0,   24.04,1,UDLU60,,,1,89,UDLU60010,2,
38,48,,863,341,6,    8.41,3,UDLU60,,3,95,157,UDLU60009,50,15
0,84,,1225,503,6,   15.29,0,UDLU60,,3,100,170,UDLU60008,95,131
20,92,,1820,665,6,   21.15,2,UDLU60,,3,138,186,UDLU60007,97,811
0,4,,5,8,0,   24.04,0,UDLU60,,0,4,126,UDLU60006,5,25
0,70,,1325,487,6,   19.13,0,UDLU60,,2,85,107,UDLU60004,75,971
0,55,,1525,605,7,   19.13,0,UDLU60,971,3,245,133,UDLU60004,60,111
0,171,,2025,1085,7,   14.33,0,UDLU60,971,3,613,134,UDLU60004,184,111
25,99,,350,327,6,   20.19,1,UDLU60,,3,262,136,UDLU60004,109,971
0,79,,2025,713,6,   19.13,0,UDLU60,,3,113,165,UDLU60004,90,97
0,87,,342,210,5,   20.19,0,UDLU60,,3,207,178,UDLU60004,87,971
12,95,,2012,716,6,   19.13,2,UDLU60,,2,229,194,UDLU60004,104,971
16,66,,941,346,6,   17.21,2,UDLU60,74,2,37,194,UDLU60004,71,97
1843,354,,3868,1259,7,   21.06,2,UDLU60,,3,2198,48,UDLU60003,355,10
0,55,,225,177,7,   12.45,0,UDLU60,,3,106,61,UDLU60003,55,11
0,45,,325,144,7,   13.94,0,UDLU60,,3,34,79,UDLU60003,45,111
0,61,,625,275,7,   15.87,0,UDLU60,,3,75,83,UDLU60003,63,118
0,73,,425,258,7,   11.06,0,UDLU60,,3,62,91,UDLU60003,75,10
0,35,,425,168,7,   10.34,0,UDLU60,,3,58,90,UDLU60003,36,111
0,72,,625,276,6,   16.83,0,UDLU60,,3,119,101,UDLU60003,76,111
0,36,,625,228,6,   12.26,0,UDLU60,,3,16,100,UDLU60003,37,112
0,146,,1325,762,6,   17.21,0,UDLU60,,2,165,108,UDLU60003,158,111
0,228,,2827,1753,6,   15.38,0,UDLU60,,3,837,112,UDLU60003,232,251
420,208,,2268,1106,10,   23.94,3,UDLU60,,2,1190,140,UDLU60003,230,112
0,55,,2024,708,7,   17.26,0,UDLU60,,3,135,133,UDLU60003,57,111
0,48,,2125,680,6,   13.37,0,UDLU60,,3,64,133,UDLU60003,52,11
1403,37,,1886,571,6,   12.02,2,UDLU60,,3,48,157,UDLU60003,42,111
0,64,,2025,742,6,   14.33,0,UDLU60,,3,272,158,UDLU60003,69,111
2,51,,2027,648,6,   14.33,1,UDLU60,,3,206,154,UDLU60003,52,111
99,93,,2124,779,6,   15.29,1,UDLU60,,3,90,157,UDLU60003,97,111
0,77,,2020,691,6,   16.30,0,UDLU60,,3,146,152,UDLU60003,80,111
50,2,,150,44,0,   11.54,5,UDLU60,,,0,157,UDLU60003,11,111
16,87,,2016,763,6,   15.29,2,UDLU60,,3,249,197,UDLU60003,98,113
13,62,,2013,682,6,   18.22,1,UDLU60,,3,78,189,UDLU60003,64,113
352,67,,2039,581,6,   15.63,2,UDLU60,113,3,109,196,UDLU60003,71,111
44,147,,2044,915,6,   17.26,3,UDLU60,113,2,407,197,UDLU60003,158,111
2015,63,,2017,682,6,   16.30,3,UDLU60,,3,119,190,UDLU60003,65,111
7,59,,2032,692,6,   15.87,2,UDLU60,33,2,265,197,UDLU60003,64,111
17,53,,2042,664,6,   15.87,2,UDLU60,,2,95,198,UDLU60003,60,111
0,58,,825,311,6,   12.40,0,UDLU60,,3,55,100,UDLU60002,58,131
0,37,,825,218,6,   14.42,0,UDLU60,131,3,37,110,UDLU60002,40,33
25,64,,625,217,6,   10.58,1,UDLU60,,3,45,112,UDLU60002,66,14
2025,68,,4050,700,12,   16.83,1,UDLU60,,3,117,152,UDLU60002,78,112
0,39,,2025,652,6,   15.87,0,UDLU60,,3,102,144,UDLU60002,42,14
0,66,,2025,684,6,   20.19,0,UDLU60,,3,42,176,UDLU60002,74,112
10,111,,2010,738,6,   16.83,1,UDLU60,,3,83,194,UDLU60002,114,131
19,62,,2044,695,6,   17.21,3,UDLU60,118,2,41,202,UDLU60002,70,114
478,74,,1697,693,7,   16.83,5,UDLU60,,3,127,199,UDLU60002,81,
56,11,,156,56,0,   18.27,6,UDLU60,,,6,188,UDLU60001,21,
155,37,,255,204,0,   52.88,13,UDLU60,,,124,203,UDLU60001,67,0
70,15,,170,66,0,   18.27,5,UDLU60,,,-1,198,UDLU60001,32,0
68,11,,168,58,0,   23.08,6,UDLU60,,,53,202,UDLU60001,23,
59,15,,159,56,0,   21.15,6,UDLU60,,,14,200,UDLU60001,22,
73,9,,173,45,0,   16.35,5,UDLU60,,,-2,162,UDLU60001,13,0
56,9,,156,47,0,   16.35,7,UDLU60,,,-1,184,UDLU60001,13,
65,13,,165,57,0,   24.04,3,UDLU60,,,57,192,UDLU60001,25,
50,12,,150,53,0,   22.11,8,UDLU60,,,8,195,UDLU60001,19,
308,31,,318,100,1,   24.04,10,UDLU60,,,240,202,UDLU60001,58,
34,10,,120,49,0,   23.08,2,UDLU60,,,7,169,UDLU60001,14,
61,19,,161,62,0,   24.04,6,UDLU60,,2,-6,192,UDLU60001,29,
85,19,,185,85,0,   21.15,8,UDLU60,,2,-33,192,UDLU60001,32,
23,11,,123,67,0,   16.35,4,UDLU60,,,51,202,UDLU60001,21,
48,10,,148,59,0,   18.27,5,UDLU60,,,-4,194,UDLU60001,18,
22,10,,122,50,0,   18.27,2,UDLU60,,,-5,169,UDLU60001,15,
85,8,,185,45,0,   18.27,6,UDLU60,,,-3,188,UDLU60001,12,
57,9,,157,51,0,   18.27,5,UDLU60,,,4,202,UDLU60001,16,
58,17,,158,62,0,   22.11,6,UDLU60,,,8,202,UDLU60001,25,
41,15,,50,69,0,   18.27,4,UDLU60,,,38,203,UDLU60001,37,
41,16,,141,68,0,   18.27,6,UDLU60,,,1,201,UDLU60001,30,
205,31,,305,100,0,   16.35,13,UDLU60,,,255,202,UDLU60001,49,
277,19,,377,73,0,   25.00,13,UDLU60,,,134,198,UDLU60001,31,
50,16,,150,65,0,   15.38,5,UDLU60,,,-1,200,UDLU60001,22,
64,22,,164,76,0,   18.27,6,UDLU60,,,101,183,UDLU60001,31,
42,9,,141,59,0,   13.46,5,UDLU60,,,0,194,UDLU60001,17,
44,8,,144,53,0,   23.08,5,UDLU60,,,4,194,UDLU60001,11,
50,9,,150,56,0,   16.35,5,UDLU60,,,-1,188,UDLU60001,13,
45,11,,145,61,0,   21.15,5,UDLU60,,,6,161,UDLU60001,21,
52,14,,152,61,0,   15.38,7,UDLU60,,,19,194,UDLU60001,23,
54,18,,151,70,0,   18.27,7,UDLU60,,,12,194,UDLU60001,27,
118,24,,218,98,0,   16.35,8,UDLU60,,,150,198,UDLU60001,40,
48,13,,148,61,0,   16.35,5,UDLU60,,,-7,180,UDLU60001,19,
60,18,,160,52,0,   21.15,6,UDLU60,,,-1,195,UDLU60001,29,
47,18,,147,52,0,   16.35,7,UDLU60,,,26,203,UDLU60001,30,
44,11,,144,55,0,   18.27,6,UDLU60,,,11,194,UDLU60001,16,
157,17,,257,159,0,   13.46,7,UDLU60,,,21,194,UDLU60001,23,
214,21,,314,229,0,   18.27,7,UDLU60,,,10,202,UDLU60001,29,
64,8,,164,70,0,   12.50,10,UDLU60,,,-3,161,UDLU60001,11,
156,10,,256,164,0,   19.23,6,UDLU60,,,1,161,UDLU60001,12,
62,15,,195,80,0,   17.31,8,UDLU60,,,-3,192,UDLU60001,21,
54,8,,154,56,0,   14.42,8,UDLU60,,,4,194,UDLU60001,10,
52,18,,151,72,0,   20.19,6,UDLU60,,,58,198,UDLU60001,26,
72,36,,172,89,0,   17.31,10,UDLU60,,,0,198,UDLU60001,48,
85,18,,185,71,0,   16.35,6,UDLU60,,,19,202,UDLU60001,23,
47,9,,147,51,0,   23.08,6,UDLU60,,,2,86,UDLU60001,9,
348,49,,448,150,0,   20.19,7,UDLU60,,,285,190,UDLU60001,54,
95,33,,195,81,0,   20.19,11,UDLU60,,10,161,203,UDLU60001,56,
59,21,,159,60,0,   18.27,6,UDLU60,,,15,200,UDLU60001,32,
61,34,,161,98,0,   16.35,7,UDLU60,,,122,203,UDLU60001,53,
81,14,,181,47,0,   11.06,7,UDLU60,,,13,196,UDLU60001,23,
100,28,,200,78,0,   14.33,8,UDLU60,,,168,200,UDLU60001,40,
11,74,,711,301,6,   21.15,2,UDLU60,,3,109,201,UDLU60001,81,
0,133,,295,296,7,   19.13,0,UDLU59,,3,224,55,UDLU59017,134,15
0,139,,295,288,7,   19.13,0,UDLU59,,3,183,55,UDLU59017,140,15
0,141,,295,296,7,   19.13,0,UDLU59,,3,141,55,UDLU59017,142,15
0,132,,295,290,7,   19.13,0,UDLU59,,3,172,55,UDLU59017,133,15
4,476,,4974,2669,7,    8.61,1,UDLU59,,3,1151,57,UDLU59015,490,15
8,477,,3478,2338,7,    8.61,1,UDLU59,,3,1299,57,UDLU59015,489,15
15,486,,3485,2389,8,    8.61,1,UDLU59,,3,1786,57,UDLU59015,496,15
35,460,,4457,2704,8,   14.38,2,UDLU59,,2,1817,57,UDLU59014,463,15
0,107,,494,353,8,   45.19,0,UDLU59,,3,176,58,UDLU59012,111,15
140,469,,3559,2181,12,   16.35,3,UDLU59,,3,2250,61,UDLU59012,479,15
132,376,,1602,1232,8,   14.42,3,UDLU59,,3,959,61,UDLU59012,379,15
137,386,,1593,1259,7,   14.42,4,UDLU59,,3,1316,61,UDLU59012,394,15
63,290,,3495,1788,9,   16.35,2,UDLU59,,3,319,83,UDLU59011,294,15
37,177,,1879,846,7,   19.13,2,UDLU59,,10,383,85,UDLU59010,186,15
54,478,,6958,3836,8,    9.57,2,UDLU59,,3,1792,61,UDLU59010,484,15
35,477,,6951,3840,8,    9.57,1,UDLU59,,2,1525,61,UDLU59010,485,15
57,593,,11994,7850,9,    9.57,2,UDLU59,,10,3476,87,UDLU59010,617,15
77,598,,12009,7160,9,    9.57,2,UDLU59,,10,5547,87,UDLU59010,621,15
10,84,,415,280,4,    9.13,1,UDLU59,,2,212,111,UDLU59009,92,15
5,79,,410,274,4,    9.13,1,UDLU59,,2,164,111,UDLU59009,89,15
11,187,,1571,754,7,    9.13,1,UDLU59,,2,237,79,UDLU59008,194,15
17,194,,1590,774,7,    9.13,1,UDLU59,,2,214,79,UDLU59008,200,15
25,229,,1619,954,6,    9.13,2,UDLU59,,2,343,112,UDLU59008,247,15
20,234,,1618,984,6,    9.13,2,UDLU59,,2,562,112,UDLU59008,254,15
28,329,,2434,1574,7,   16.35,1,UDLU59,,3,512,56,UDLU59007,331,15
2532,484,,6452,3244,11,   16.35,5,UDLU59,,,1168,116,UDLU59007,505,15
0,43,,198,91,0,   28.70,0,UDLU59,2334,10,54,108,UDLU59006,56,15
64,170,,742,421,5,    9.57,1,UDLU59,,10,429,65,UDLU59006,179,15
64,167,,731,420,5,    9.57,1,UDLU59,,10,421,65,UDLU59006,178,15
25,139,,723,409,5,    9.57,1,UDLU59,,3,486,92,UDLU59006,179,15
315,132,,809,392,0,    9.57,2,UDLU59,,3,448,92,UDLU59006,171,15
679,142,,1377,407,5,    9.57,3,UDLU59,,3,487,92,UDLU59006,182,15
23,140,,721,377,5,    9.57,1,UDLU59,,3,361,92,UDLU59006,177,15
665,154,,1429,432,4,    9.57,2,UDLU59,,3,483,116,UDLU59006,195,15
625,155,,1389,435,4,    9.57,2,UDLU59,,3,671,116,UDLU59006,197,15
880,173,,1593,738,5,    9.57,3,UDLU59,,3,740,118,UDLU59006,211,15
26,173,,740,731,4,    9.57,1,UDLU59,,3,655,118,UDLU59006,213,15
555,177,,1030,609,4,    9.57,2,UDLU59,2334,3,678,144,UDLU59006,237,15
1184,178,,1659,620,4,    9.57,4,UDLU59,2334,3,1042,144,UDLU59006,242,15
1214,182,,1689,628,4,    9.57,5,UDLU59,2334,3,872,144,UDLU59006,245,15
1276,181,,1751,613,4,    9.57,5,UDLU59,2334,3,1145,144,UDLU59006,241,15
0,188,,1051,833,5,    8.61,0,UDLU59,,3,428,57,UDLU59005,192,15
0,191,,810,838,5,    8.61,0,UDLU59,,3,456,57,UDLU59005,193,15
0,188,,816,831,5,    8.61,0,UDLU59,,3,562,57,UDLU59005,192,15
5,68,,383,202,5,    9.13,1,UDLU59,2334,2,101,78,UDLU59005,74,15
5,69,,394,204,5,    9.13,1,UDLU59,2334,2,99,77,UDLU59005,75,15
16,108,,353,343,4,    8.61,1,UDLU59,,2,248,161,UDLU59005,125,15
16,108,,356,347,4,    8.61,1,UDLU59,,2,184,161,UDLU59005,126,15
8,99,,365,342,4,    8.61,1,UDLU59,2334,2,250,177,UDLU59005,124,15
7,98,,356,347,4,    8.61,1,UDLU59,2334,2,290,177,UDLU59005,125,15
0,81,,393,226,4,    8.61,0,UDLU59,,2,100,108,UDLU59004,83,15
0,82,,409,228,4,    8.61,0,UDLU59,,2,84,108,UDLU59004,84,15
0,94,,440,314,4,    8.61,0,UDLU59,2334,2,114,132,UDLU59004,99,15
0,96,,440,316,4,    8.61,0,UDLU59,2334,2,106,121,UDLU59004,101,15
0,85,,362,301,4,    8.61,0,UDLU59,,2,152,156,UDLU59004,95,15
0,84,,362,294,4,    8.61,0,UDLU59,2334,2,205,145,UDLU59004,91,15
6,211,,1593,962,6,    8.61,1,UDLU59,,2,255,110,UDLU59004,217,15
10,217,,1595,1260,16,    8.61,1,UDLU59,,2,480,112,UDLU59004,224,15
14,261,,1574,1018,6,    8.61,1,UDLU59,,2,306,134,UDLU59004,273,15
21,261,,1572,1021,6,    8.61,1,UDLU59,,2,437,135,UDLU59004,277,15
8,179,,1566,891,7,    8.61,1,UDLU59,,2,495,160,UDLU59004,196,15
1,180,,1559,895,6,    8.61,1,UDLU59,,2,723,158,UDLU59004,197,15
28,180,,1216,859,7,    8.61,3,UDLU59,,2,539,164,UDLU59003,247,15
5,182,,1220,862,7,    8.61,1,UDLU59,,2,409,164,UDLU59003,245,15
27,274,,1215,1123,6,    8.61,2,UDLU59,,2,509,180,UDLU59003,325,15
26,271,,1214,1113,6,    8.61,3,UDLU59,,2,521,180,UDLU59003,316,15
7,157,,979,616,6,   13.46,1,UDLU59,,2,274,160,UDLU59002,163,15
0,157,,459,483,0,   28.70,0,UDLU59,,10,301,107,UDLU59001,169,15
64,348,,1994,1278,9,    9.57,2,UDLU59,,10,1096,65,UDLU59001,372,15
1083,341,,3627,1662,11,    9.57,3,UDLU59,,3,1664,93,UDLU59001,412,15
27,332,,2551,1381,0,    9.57,2,UDLU59,,2,1406,93,UDLU59001,384,15
1629,385,,3644,1649,6,    9.57,7,UDLU59,,3,1593,117,UDLU59001,465,15
2178,400,,4135,1191,7,    9.57,6,UDLU59,,3,1545,118,UDLU59001,480,15
2122,369,,4022,1878,6,    9.57,5,UDLU59,,3,2371,144,UDLU59001,466,15
1054,321,,3006,1559,7,    9.57,4,UDLU59,,2,1512,159,UDLU59001,458,15
1095,320,,3047,1544,7,    9.57,5,UDLU59,,2,1657,159,UDLU59001,456,15
2257,368,,4207,1681,7,    9.57,5,UDLU59,,3,2625,161,UDLU59001,483,
2153,368,,4101,1631,6,    9.57,6,UDLU59,,3,2052,173,UDLU59001,503,18
2270,261,,4186,1544,7,    9.57,7,UDLU59,,3,2725,186,UDLU59001,465,18
2333,271,,4213,1698,7,    9.57,6,UDLU59,,3,2082,197,UDLU59001,497,18
0,210,,1512,781,9,   19.71,0,UDLU58,,3,418,56,UDLU58005,211,122
1,244,,1513,909,7,   17.79,1,UDLU58,,3,204,67,UDLU58005,248,112
126,277,,1376,831,10,   18.27,5,UDLU58,,3,528,81,UDLU58005,287,12
26,264,,1476,1014,10,   17.31,1,UDLU58,,3,429,83,UDLU58005,278,112
902,274,,1377,683,10,   19.23,3,UDLU58,,3,699,87,UDLU58005,290,112
42,199,,1372,770,7,   17.79,3,UDLU58,,3,364,93,UDLU58005,211,112
48,176,,1348,714,9,   17.31,2,UDLU58,,3,322,98,UDLU58005,192,126
88,205,,1888,824,6,   17.79,3,UDLU58,,3,270,107,UDLU58005,222,11
24,220,,1376,708,9,   18.27,1,UDLU58,,3,200,116,UDLU58005,231,122
23,133,,1551,536,8,   20.19,2,UDLU58,122,3,91,119,UDLU58005,141,112
17,207,,1317,594,6,   17.31,2,UDLU58,,3,445,131,UDLU58005,232,122
27,194,,1553,867,6,   18.27,2,UDLU58,,3,798,137,UDLU58005,230,122
1294,177,,1553,809,8,   18.27,3,UDLU58,,3,556,140,UDLU58005,204,111
387,307,,2019,1173,7,   14.42,3,UDLU58,113,3,1250,144,UDLU58005,330,112
49,215,,1393,826,10,   18.27,2,UDLU58,,3,473,111,UDLU58004,228,1111
16,151,,996,603,7,   24.04,1,UDLU58,,3,391,146,UDLU58004,186,33
16,187,,1116,688,6,   15.87,1,UDLU58,,3,407,159,UDLU58003,201,13
0,280,,1812,1096,10,   17.79,0,UDLU58,,3,422,57,UDLU58002,282,13
0,240,,1500,895,7,   17.79,0,UDLU58,,3,321,61,UDLU58002,244,131
0,259,,1522,867,8,   19.71,0,UDLU58,119,3,546,65,UDLU58002,266,11
51,223,,1351,738,11,   18.27,2,UDLU58,,3,488,79,UDLU58002,235,1
1391,216,,2753,729,8,   21.15,3,UDLU58,73,3,1892,86,UDLU58002,227,131
21,197,,1371,767,7,   17.79,2,UDLU58,,3,434,89,UDLU58002,211,13
94,239,,1394,898,9,   25.00,3,UDLU58,,3,554,95,UDLU58002,262,16
63,176,,1363,698,7,   19.23,3,UDLU58,,3,443,96,UDLU58002,200,95
2535,282,,3303,1861,8,   20.19,3,UDLU58,,3,1659,108,UDLU58002,328,131
47,240,,1389,884,6,   23.08,3,UDLU58,,3,1074,114,UDLU58002,275,131
44,204,,1544,737,6,   17.79,2,UDLU58,,3,817,119,UDLU58002,227,131
317,158,,1136,540,6,   20.19,2,UDLU58,,3,676,160,UDLU58002,187,13
15,209,,1133,785,6,   20.19,1,UDLU58,,3,657,162,UDLU58002,233,13
20,174,,1115,717,6,   23.08,2,UDLU58,13,3,723,168,UDLU58002,200,37
33,164,,1082,718,6,   24.04,2,UDLU58,,3,436,184,UDLU58002,185,13
0,200,,966,560,6,   15.87,0,UDLU58,33,2,556,203,UDLU58002,229,25
36,238,,1116,969,8,   20.67,2,UDLU58,126,3,641,149,UDLU58001,270,112
14,146,,963,523,6,   18.75,2,UDLU58,,3,231,150,UDLU58001,162,25
6,153,,886,689,6,   17.31,1,UDLU58,,3,450,184,UDLU58001,176,25
0,152,,925,514,6,   21.15,0,UDLU58,,3,444,194,UDLU58001,171,25
0,98,,1500,572,6,    9.13,0,UDLU57,,3,217,143,UDLU57004,107,111
0,69,,1440,578,8,    7.64,0,UDLU57,,3,308,154,UDLU57004,74,111
0,125,,950,445,7,   22.07,0,UDLU57,,2,220,80,UDLU57003,130,15
0,199,,1390,812,7,   17.31,0,UDLU57,15,2,480,168,UDLU57003,222,12
0,74,,1920,679,7,   17.31,0,UDLU57,15,2,207,179,UDLU57003,79,12
0,262,,1986,1102,7,   17.31,0,UDLU57,,2,1349,193,UDLU57003,277,15
0,134,,1540,727,7,   15.38,0,UDLU57,,2,223,160,UDLU57002,139,15
0,110,,1131,537,6,   17.31,0,UDLU57,,3,192,106,UDLU57001,115,13
0,45,,1488,488,6,   10.53,0,UDLU57,,3,20,151,UDLU57001,47,111
0,98,,2004,724,7,   14.42,0,UDLU57,117,2,110,194,UDLU57001,101,111
0,59,,2046,674,7,   13.46,0,UDLU57,911,,48,204,UDLU57001,61,111
55,121,,305,265,7,   15.58,2,UDLU56,,3,153,63,UDLU56007,121,14
1008,287,,1960,974,8,   15.38,1,UDLU56,,3,706,59,UDLU56005,288,122
0,188,,953,684,10,   14.42,0,UDLU56,,3,280,66,UDLU56005,190,112
644,152,,950,543,9,   18.27,1,UDLU56,,3,170,79,UDLU56005,153,112
0,126,,1008,533,9,   17.26,0,UDLU56,,3,146,93,UDLU56005,132,112
0,105,,1008,357,7,   19.23,0,UDLU56,,3,452,93,UDLU56005,112,111
1000,112,,2000,482,7,    9.62,1,UDLU56,,3,605,94,UDLU56005,120,111
174,109,,424,265,0,   22.12,2,UDLU56,,3,82,97,UDLU56005,111,112
0,241,,1432,1085,3,   13.46,0,UDLU56,,2,660,110,UDLU56005,249,112
978,226,,1888,971,8,   22.12,1,UDLU56,,3,441,117,UDLU56005,229,112
0,137,,900,550,7,   18.27,0,UDLU56,,3,264,134,UDLU56005,152,112
0,183,,1000,736,6,   18.27,0,UDLU56,,3,320,150,UDLU56005,198,112
0,200,,1490,896,9,   18.27,0,UDLU56,,3,614,159,UDLU56005,228,112
4,81,,1004,349,6,   16.30,1,UDLU56,,3,280,186,UDLU56005,87,111
1023,85,,2023,657,6,    9.62,2,UDLU56,,3,208,185,UDLU56004,96,111
0,144,,450,346,7,   14.42,0,UDLU56,,3,243,61,UDLU56003,151,111
0,107,,900,352,7,   15.38,0,UDLU56,181,3,341,62,UDLU56003,108,11
0,93,,950,497,7,   15.58,0,UDLU56,,3,120,88,UDLU56003,98,111
0,92,,700,479,6,   17.26,0,UDLU56,,3,242,140,UDLU56003,103,11
0,84,,1000,405,6,   21.15,0,UDLU56,,3,60,146,UDLU56003,89,112
0,128,,900,547,7,   12.50,0,UDLU56,,3,390,165,UDLU56003,144,111
0,55,,1050,392,6,   13.46,0,UDLU56,,3,51,187,UDLU56003,60,13
455,222,,1855,980,7,   13.46,2,UDLU56,,2,1196,202,UDLU56003,262,113
0,92,,460,284,7,   17.31,0,UDLU56,,3,149,54,UDLU56002,93,112
5,158,,1005,649,6,   16.30,1,UDLU56,13,3,183,186,UDLU56002,172,119
5,88,,985,414,6,   14.42,1,UDLU56,,3,112,194,UDLU56002,92,13
0,36,,300,169,7,    8.65,0,UDLU54,131,3,61,76,UDLU54013,37,95
0,24,,350,117,6,    8.65,0,UDLU54,13,3,37,100,UDLU54013,24,95
0,47,,500,272,6,   11.54,0,UDLU54,,3,82,132,UDLU54012,54,14
0,38,,700,245,6,   16.35,0,UDLU54,,3,212,131,UDLU54011,42,41
0,65,,600,284,7,   10.58,0,UDLU54,,3,111,54,UDLU54010,65,24
0,85,,700,322,7,   10.58,0,UDLU54,,3,158,62,UDLU54010,86,24
25,109,,725,551,6,   20.19,1,UDLU54,,3,611,112,UDLU54010,122,24
0,76,,750,380,6,    9.62,0,UDLU54,,3,264,141,UDLU54010,86,24
0,40,,400,176,6,   19.23,0,UDLU54,,3,36,128,UDLU54009,43,13
0,75,,300,278,6,   13.46,0,UDLU54,,3,54,153,UDLU54009,79,13
0,51,,300,165,6,   11.54,0,UDLU54,,3,76,153,UDLU54008,55,13
25,109,,385,349,9,   10.58,1,UDLU54,,3,192,79,UDLU54007,114,33
1800,213,,2400,815,11,    4.81,3,UDLU54,,3,1346,79,UDLU54007,220,33
0,87,,500,287,6,   10.58,0,UDLU54,,3,232,168,UDLU54007,89,33
0,83,,450,275,7,   20.19,0,UDLU54,,3,196,62,UDLU54006,83,19
0,87,,565,372,7,   23.08,0,UDLU54,,2,238,93,UDLU54006,91,13
0,64,,350,254,6,   19.23,0,UDLU54,,3,131,120,UDLU54006,69,13
0,60,,350,227,6,   17.31,0,UDLU54,,3,138,128,UDLU54006,67,13
0,43,,175,109,6,    8.65,0,UDLU54,,3,29,168,UDLU54006,44,7
66,82,,631,290,6,   19.23,1,UDLU54,74,3,545,189,UDLU54006,86,13
0,68,,750,396,6,   12.50,0,UDLU54,,3,211,181,UDLU54005,72,31
0,77,,750,374,6,    8.65,0,UDLU54,,,332,204,UDLU54004,82,131
0,77,,700,288,8,   12.50,0,UDLU54,,3,88,62,UDLU54003,79,37
0,78,,700,293,7,    8.65,0,UDLU54,,3,130,62,UDLU54003,81,37
0,67,,700,350,0,    7.69,0,UDLU54,,3,158,86,UDLU54003,73,37
0,119,,700,452,0,    7.69,0,UDLU54,,3,528,86,UDLU54003,127,37
0,84,,700,339,7,   12.50,0,UDLU54,,3,198,88,UDLU54003,91,37
0,61,,700,226,7,   11.54,0,UDLU54,,3,79,91,UDLU54003,63,37
0,58,,650,290,6,   11.54,0,UDLU54,,3,180,103,UDLU54003,65,37
0,61,,692,304,6,   10.58,0,UDLU54,,3,113,111,UDLU54003,66,33
0,104,,700,374,6,   10.58,0,UDLU54,,3,246,146,UDLU54003,113,37
0,108,,700,387,6,   11.54,0,UDLU54,,3,385,147,UDLU54003,121,37
0,90,,750,362,6,    9.62,0,UDLU54,,3,178,170,UDLU54003,100,371
0,99,,750,537,7,    9.62,0,UDLU54,,3,334,168,UDLU54003,109,371
0,66,,750,336,6,    8.65,0,UDLU54,13,3,146,189,UDLU54003,72,37
0,65,,750,316,6,    9.62,0,UDLU54,,3,126,183,UDLU54003,76,37
0,76,,750,398,6,   11.54,0,UDLU54,,3,225,194,UDLU54003,95,37
0,53,,750,292,6,    8.65,0,UDLU54,,3,113,197,UDLU54003,57,371
0,95,,750,375,6,    7.69,0,UDLU54,,2,309,202,UDLU54003,103,371
0,88,,500,340,6,   14.42,0,UDLU54,33,3,119,114,UDLU54002,93,13
0,47,,475,177,6,   10.58,0,UDLU54,,3,53,153,UDLU54002,49,25
189,82,,489,227,9,   20.19,4,UDLU54,,3,477,71,UDLU54001,83,43
0,78,,350,242,9,   20.19,0,UDLU54,,3,167,80,UDLU54001,80,119
0,34,,225,104,6,   15.38,0,UDLU54,,3,18,147,UDLU54001,36,7
90,66,,265,163,7,   19.23,3,UDLU54,,3,215,163,UDLU54001,75,7
41,129,,1043,555,7,    5.77,3,UDLU53,,3,308,92,UDLU53002,134,111
17,165,,1024,650,7,    5.77,2,UDLU53,,3,388,136,UDLU53002,190,111
13,152,,1476,827,7,    4.81,2,UDLU53,,3,566,172,UDLU53002,169,111
17,145,,1452,721,6,   11.54,2,UDLU53,,3,250,184,UDLU53002,161,112
21,128,,1386,824,8,    5.77,2,UDLU53,,3,211,187,UDLU53002,147,111
27,113,,973,650,6,    4.33,2,UDLU53,,3,171,192,UDLU53002,124,111
1090,270,,2014,800,10,   26.92,3,UDLU53,,3,572,56,UDLU53001,272,119
13,181,,1545,687,12,   25.00,1,UDLU53,,3,319,63,UDLU53001,184,126
10,290,,1512,979,9,   20.67,1,UDLU53,,3,872,73,UDLU53001,295,112
9,193,,1521,862,12,   12.02,1,UDLU53,,3,598,79,UDLU53001,200,112
539,220,,2017,810,11,   19.23,3,UDLU53,,3,1321,84,UDLU53001,235,122
513,99,,2130,620,9,   18.75,4,UDLU53,,3,95,88,UDLU53001,110,119
1080,288,,2534,1055,11,   20.67,6,UDLU53,,3,1976,91,UDLU53001,305,112
833,199,,2349,915,1,   16.83,4,UDLU53,,3,1118,102,UDLU53001,214,111
35,151,,1577,674,9,   18.27,3,UDLU53,,3,193,98,UDLU53001,157,112
